CID,item_type_id,item_type,size,date,Category,grade,outlet_id,qtym,Net Price,tmtm,division,item_type_id,rm,wire,noc,tlcolt,ecoInd,Area (km)^2,dfc,population,literacy_rate,pcx,uses,appliation group
10006,186,BYA LF - Skin Coated FR,1x 3 rm (7-w),18-08-22,Domestic,Grade1,1001,200,8729.76,370,11,186,3,7,5,300,High,3085,106,6785254,0.46,53.3,House Wiring,General
10006,186,BYA LF - Skin Coated FR,1x 3 rm (7-w),18-08-22,Domestic,Grade1,1004,200,8729.76,370,16,186,3,7,7,425,High,5283,253,9352719,0.46,58.9,House Wiring,General
10006,186,BYA LF - Skin Coated FR,1x 3 rm (7-w),18-08-22,Domestic,Grade1,1014,400,16564.16,740,36,372,6,14,5,350,High,2919,189.3,4077827,0.714,49.38,House Wiring,General
10006,186,BYA LF - Skin Coated FR,1x 3 rm (7-w),18-08-22,Domestic,Grade1,2191,400,20145.6,740,14,186,3,7,7,300,High,3452,235.2,4559404,0.947,51.2,House Wiring,General
10006,186,BYA LF - Skin Coated FR,1x 3 rm (7-w),18-08-22,Domestic,Grade1,2355,300,15109.2,555,12,186,3,7,4,180,Medium,1364,186.3,1665298,0.326,48.04,House Wiring,General
10006,186,BYA LF - Skin Coated FR,1x 3 rm (7-w),18-08-22,Domestic,Grade1,2491,200,8505.92,370,10,186,3,7,4,120,Medium,7,14,179907,0.779,90.49,House Wiring,General
10006,186,BYA LF - Skin Coated FR,1x 3 rm (7-w),18-08-22,Domestic,Grade1,2561,300,13094.64,555,12,186,3,7,4,280,Medium,2689,114.4,3764791,0.353,40.3,House Wiring,General
10006,186,BYA LF - Skin Coated FR,1x 3 rm (7-w),18-08-22,Domestic,Grade1,2665,400,17011.84,740,28,372,6,14,7,230,Medium,1927,97.1,3729989,0.473,39.46,House Wiring,General
10006,186,BYA LF - Skin Coated FR,1x 3 rm (7-w),18-08-22,Domestic,Grade1,2668,700,35254.8,1295,36,372,6,14,4,350,High,3438,329.9,3571695,0.316,52.4,House Wiring,General
10006,186,BYA LF - Skin Coated FR,1x 3 rm (7-w),18-08-22,Domestic,Grade1,3556,200,8394,370,13,186,3,7,5,175,Medium,1177,232.5,1355313,0.351,40.88,House Wiring,General
10006,186,BYA LF - Skin Coated FR,1x 3 rm (7-w),18-08-22,Domestic,Grade1,3629,100,5036.4,185,18,186,3,7,4,250,Medium,121.7,327,264461,0.282,54.6 ,House Wiring,General
10006,186,BYA LF - Skin Coated FR,1x 3 rm (7-w),20-08-22,Domestic,Grade1,1004,5000,218523.8,9250,80,930,15,35,7,425,High,5283,253,9352719,0.46,58.9,House Wiring,General
10006,186,BYA LF - Skin Coated FR,1x 3 rm (7-w),20-08-22,Domestic,Grade1,1005,300,15109.2,555,15,186,3,7,3,300,High,1800,26,4262296,1.047,56.4,House Wiring,General
10006,186,BYA LF - Skin Coated FR,1x 3 rm (7-w),20-08-22,Domestic,Grade1,1008,300,13878.08,555,24,372,6,14,7,300,High,4363,171.1,6598719,0.353,68,House Wiring,General
10006,186,BYA LF - Skin Coated FR,1x 3 rm (7-w),20-08-22,Domestic,Grade1,1009,2900,134415.92,5365,90,1116,18,42,4,270,High,280.13,25,1385910,1.047,65.16,House Wiring,General
10006,186,BYA LF - Skin Coated FR,1x 3 rm (7-w),20-08-22,Domestic,Grade1,1012,100,5036.4,185,17,186,3,7,3,300,High,2372,147.8,3147269,0.53,42.4,House Wiring,General
10006,186,BYA LF - Skin Coated FR,1x 3 rm (7-w),20-08-22,Domestic,Grade1,2224,6400,250700.8,11840,54,558,9,21,6,350,High,2368,296.4,3578693,0.674,48.5,House Wiring,General
10006,186,BYA LF - Skin Coated FR,1x 3 rm (7-w),20-08-22,Domestic,Grade1,2227,300,15109.2,555,34,372,6,14,3,350,High,2407,249.2,3136413,0.759,47.4,House Wiring,General
10006,186,BYA LF - Skin Coated FR,1x 3 rm (7-w),20-08-22,Domestic,Grade1,2355,1200,60436.8,2220,24,372,6,14,4,180,Medium,1364,186.3,1665298,0.326,48.04,House Wiring,General
10006,186,BYA LF - Skin Coated FR,1x 3 rm (7-w),20-08-22,Domestic,Grade1,2491,200,8505.92,370,10,186,3,7,4,120,Medium,7,14,179907,0.779,90.49,House Wiring,General
10006,186,BYA LF - Skin Coated FR,1x 3 rm (7-w),20-08-22,Domestic,Grade1,3060,1100,48013.68,2035,40,744,12,28,4,250,Medium,171.1,18,794360,1,58.5,House Wiring,General
10006,186,BYA LF - Skin Coated FR,1x 3 rm (7-w),20-08-22,Domestic,Grade1,3236,800,34023.68,1480,45,558,9,21,5,100,Medium,465,59,492792,0.99,70.55,House Wiring,General
10006,186,BYA LF - Skin Coated FR,1x 3 rm (7-w),20-08-22,Domestic,Grade1,3324,500,20985,925,39,558,9,21,5,220,Low,3858,266.5,2379846,0.329,45.52,House Wiring,General
10006,186,BYA LF - Skin Coated FR,1x 3 rm (7-w),20-08-22,Domestic,Grade1,3344,400,18131.04,740,40,744,12,28,4,150,Low,3.08,7,224079,0.67,73.94,House Wiring,General
10006,186,BYA LF - Skin Coated FR,1x 3 rm (7-w),20-08-22,Domestic,Grade1,3513,300,15109.2,555,36,372,6,14,4,250,Medium,2296,335.8,2558677,0.386,56,House Wiring,General
10006,186,BYA LF - Skin Coated FR,1x 3 rm (7-w),20-08-22,Domestic,Grade1,3519,200,10072.8,370,30,372,6,14,7,130,High,30.46,21,143952,0.5,56.49,House Wiring,General
10006,186,BYA LF - Skin Coated FR,1x 3 rm (7-w),20-08-22,Domestic,Grade1,3556,200,8729.76,370,13,186,3,7,5,175,Medium,1177,232.5,1355313,0.351,40.88,House Wiring,General
10006,186,BYA LF - Skin Coated FR,1x 3 rm (7-w),20-08-22,Domestic,Grade1,3629,100,5036.4,185,18,186,3,7,4,250,Medium,121.7,327,264461,0.282,54.6 ,House Wiring,General
10006,186,BYA LF - Skin Coated FR,1x 3 rm (7-w),20-08-22,Domestic,Grade1,3719,400,20145.6,740,32,372,6,14,6,100,High,246,259,431748,0.782,57.9,House Wiring,General
10006,186,BYA LF - Skin Coated FR,1x 3 rm (7-w),21-08-22,Domestic,Grade1,1001,200,8953.6,370,11,186,3,7,5,300,High,3085,106,6785254,0.46,53.3,House Wiring,General
10006,186,BYA LF - Skin Coated FR,1x 3 rm (7-w),21-08-22,Domestic,Grade1,1002,300,12926.76,555,10,186,3,7,4,180,Medium,683.04,29,3658027,0.506,51.75,House Wiring,General
10006,186,BYA LF - Skin Coated FR,1x 3 rm (7-w),21-08-22,Domestic,Grade1,1005,1000,48013.68,1850,45,558,9,21,3,300,High,1800,26,4262296,1.047,56.4,House Wiring,General
10006,186,BYA LF - Skin Coated FR,1x 3 rm (7-w),21-08-22,Domestic,Grade1,1008,900,45327.6,1665,24,372,6,14,7,300,High,4363,171.1,6598719,0.353,68,House Wiring,General
10006,186,BYA LF - Skin Coated FR,1x 3 rm (7-w),21-08-22,Domestic,Grade1,1014,795,32921.27,1470.75,18,186,3,7,5,350,High,2919,189.3,4077827,0.714,49.38,House Wiring,General
10006,186,BYA LF - Skin Coated FR,1x 3 rm (7-w),21-08-22,Domestic,Grade1,1015,400,20145.6,740,13,186,3,7,6,300,High,4394,219.2,2756398,0.801,60.1,House Wiring,General
10006,186,BYA LF - Skin Coated FR,1x 3 rm (7-w),21-08-22,Domestic,Grade1,2191,3800,183548.8,7030,84,1116,18,42,7,300,High,3452,235.2,4559404,0.947,51.2,House Wiring,General
10006,186,BYA LF - Skin Coated FR,1x 3 rm (7-w),21-08-22,Domestic,Grade1,2224,1900,90095.6,3515,108,1116,18,42,6,350,High,2368,296.4,3578693,0.674,48.5,House Wiring,General
10006,186,BYA LF - Skin Coated FR,1x 3 rm (7-w),21-08-22,Domestic,Grade1,2356,100,4252.96,185,15,186,3,7,6,250,Medium,3414,83.9,4268953,0.41,65.08,House Wiring,General
10006,186,BYA LF - Skin Coated FR,1x 3 rm (7-w),21-08-22,Domestic,Grade1,2668,600,30218.4,1110,18,186,3,7,4,350,High,3438,329.9,3571695,0.316,52.4,House Wiring,General
10006,186,BYA LF - Skin Coated FR,1x 3 rm (7-w),21-08-22,Domestic,Grade1,3060,1400,63794.4,2590,60,1116,18,42,4,250,Medium,171.1,18,794360,1,58.5,House Wiring,General
10006,186,BYA LF - Skin Coated FR,1x 3 rm (7-w),21-08-22,Domestic,Grade1,3236,1100,46782.56,2035,45,558,9,21,5,100,Medium,465,59,492792,0.99,70.55,House Wiring,General
10006,186,BYA LF - Skin Coated FR,1x 3 rm (7-w),21-08-22,Domestic,Grade1,3323,200,10072.8,370,13,186,3,7,5,250,Medium,1961,195.4,2204351,0.798,62,House Wiring,General
10006,186,BYA LF - Skin Coated FR,1x 3 rm (7-w),21-08-22,Domestic,Grade1,3344,200,8505.92,370,20,372,6,14,4,150,Low,3.08,7,224079,0.67,73.94,House Wiring,General
10006,186,BYA LF - Skin Coated FR,1x 3 rm (7-w),21-08-22,Domestic,Grade1,3513,100,5036.4,185,18,186,3,7,4,250,Medium,2296,335.8,2558677,0.386,56,House Wiring,General
10006,186,BYA LF - Skin Coated FR,1x 3 rm (7-w),21-08-22,Domestic,Grade1,3519,400,17459.52,740,30,372,6,14,7,130,High,30.46,21,143952,0.5,56.49,House Wiring,General
10006,186,BYA LF - Skin Coated FR,1x 3 rm (7-w),21-08-22,Domestic,Grade1,3719,800,40291.2,1480,64,744,12,28,6,100,High,246,259,431748,0.782,57.9,House Wiring,General
10006,186,BYA LF - Skin Coated FR,1x 3 rm (7-w),22-08-22,Domestic,Grade1,1002,200,8394,370,10,186,3,7,4,180,Medium,683.04,29,3658027,0.506,51.75,House Wiring,General
10006,186,BYA LF - Skin Coated FR,1x 3 rm (7-w),22-08-22,Domestic,Grade1,1003,200,8953.6,370,22,372,6,14,4,350,High,928,160,1823580,0.643,59.6,House Wiring,General
10006,186,BYA LF - Skin Coated FR,1x 3 rm (7-w),22-08-22,Domestic,Grade1,1005,500,25182,925,45,558,9,21,3,300,High,1800,26,4262296,1.047,56.4,House Wiring,General
10006,186,BYA LF - Skin Coated FR,1x 3 rm (7-w),22-08-22,Domestic,Grade1,1007,200,10072.8,370,14,186,3,7,7,280,High,2799,196.7,2404250,0.604,51.1,House Wiring,General
10006,186,BYA LF - Skin Coated FR,1x 3 rm (7-w),22-08-22,Domestic,Grade1,1008,600,28875.36,1110,36,558,9,21,7,300,High,4363,171.1,6598719,0.353,68,House Wiring,General
10006,186,BYA LF - Skin Coated FR,1x 3 rm (7-w),22-08-22,Domestic,Grade1,1009,200,10072.8,370,15,186,3,7,4,270,High,280.13,25,1385910,1.047,65.16,House Wiring,General
10006,186,BYA LF - Skin Coated FR,1x 3 rm (7-w),22-08-22,Domestic,Grade1,1012,400,20145.6,740,34,372,6,14,3,300,High,2372,147.8,3147269,0.53,42.4,House Wiring,General
10006,186,BYA LF - Skin Coated FR,1x 3 rm (7-w),22-08-22,Domestic,Grade1,1014,100,5036.4,185,18,186,3,7,5,350,High,2919,189.3,4077827,0.714,49.38,House Wiring,General
10006,186,BYA LF - Skin Coated FR,1x 3 rm (7-w),22-08-22,Domestic,Grade1,2355,700,35254.8,1295,36,558,9,21,4,180,Medium,1364,186.3,1665298,0.326,48.04,House Wiring,General
10006,186,BYA LF - Skin Coated FR,1x 3 rm (7-w),22-08-22,Domestic,Grade1,2561,200,8729.76,370,24,372,6,14,4,280,Medium,2689,114.4,3764791,0.353,40.3,House Wiring,General
10006,186,BYA LF - Skin Coated FR,1x 3 rm (7-w),22-08-22,Domestic,Grade1,2665,600,25517.76,1110,28,372,6,14,7,230,Medium,1927,97.1,3729989,0.473,39.46,House Wiring,General
10006,186,BYA LF - Skin Coated FR,1x 3 rm (7-w),22-08-22,Domestic,Grade1,2668,600,30218.4,1110,18,186,3,7,4,350,High,3438,329.9,3571695,0.316,52.4,House Wiring,General
10006,186,BYA LF - Skin Coated FR,1x 3 rm (7-w),22-08-22,Domestic,Grade1,3060,200,8729.76,370,10,186,3,7,4,250,Medium,171.1,18,794360,1,58.5,House Wiring,General
10006,186,BYA LF - Skin Coated FR,1x 3 rm (7-w),22-08-22,Domestic,Grade1,3392,100,5036.4,185,17,186,3,7,3,170,Medium,1702.56,365.9,2086356,0.396,66,House Wiring,General
10006,186,BYA LF - Skin Coated FR,1x 3 rm (7-w),22-08-22,Domestic,Grade1,3519,600,26189.28,1110,45,558,9,21,7,130,High,30.46,21,143952,0.5,56.49,House Wiring,General
10006,186,BYA LF - Skin Coated FR,1x 3 rm (7-w),22-08-22,Domestic,Grade1,3566,200,10072.8,370,17,186,3,7,3,180,Low,250.9,205.8,313932,0.53,54.96,House Wiring,General
10006,186,BYA LF - Skin Coated FR,1x 3 rm (7-w),22-08-22,Domestic,Grade1,3647,600,30218.4,1110,26,372,6,14,6,150,Medium,990,150.1,889053,0.436,45.56,House Wiring,General
10006,186,BYA LF - Skin Coated FR,1x 3 rm (7-w),22-08-22,Domestic,Grade1,4385,600,25182,1110,28,372,6,14,7,150,Low,3670,260.1,3176702,0.613,35,House Wiring,General
10006,186,BYA LF - Skin Coated FR,1x 3 rm (7-w),23-08-22,Domestic,Grade1,1001,400,17459.52,740,11,186,3,7,5,300,High,3085,106,6785254,0.46,53.3,House Wiring,General
10006,186,BYA LF - Skin Coated FR,1x 3 rm (7-w),23-08-22,Domestic,Grade1,1003,300,15109.2,555,11,186,3,7,4,350,High,928,160,1823580,0.643,59.6,House Wiring,General
10006,186,BYA LF - Skin Coated FR,1x 3 rm (7-w),23-08-22,Domestic,Grade1,1004,2800,126749.4,5180,48,558,9,21,7,425,High,5283,253,9352719,0.46,58.9,House Wiring,General
10006,186,BYA LF - Skin Coated FR,1x 3 rm (7-w),23-08-22,Domestic,Grade1,1005,400,20145.6,740,30,372,6,14,3,300,High,1800,26,4262296,1.047,56.4,House Wiring,General
10006,186,BYA LF - Skin Coated FR,1x 3 rm (7-w),23-08-22,Domestic,Grade1,1008,400,17907.2,740,12,186,3,7,7,300,High,4363,171.1,6598719,0.353,68,House Wiring,General
10006,186,BYA LF - Skin Coated FR,1x 3 rm (7-w),23-08-22,Domestic,Grade1,1014,400,16564.16,740,36,372,6,14,5,350,High,2919,189.3,4077827,0.714,49.38,House Wiring,General
10006,186,BYA LF - Skin Coated FR,1x 3 rm (7-w),23-08-22,Domestic,Grade1,2191,2900,142530.12,5365,112,1488,24,56,7,300,High,3452,235.2,4559404,0.947,51.2,House Wiring,General
10006,186,BYA LF - Skin Coated FR,1x 3 rm (7-w),23-08-22,Domestic,Grade1,2224,100,4197,185,18,186,3,7,6,350,High,2368,296.4,3578693,0.674,48.5,House Wiring,General
10006,186,BYA LF - Skin Coated FR,1x 3 rm (7-w),23-08-22,Domestic,Grade1,2227,100,5036.4,185,17,186,3,7,3,350,High,2407,249.2,3136413,0.759,47.4,House Wiring,General
10006,186,BYA LF - Skin Coated FR,1x 3 rm (7-w),23-08-22,Domestic,Grade1,2355,100,5036.4,185,12,186,3,7,4,180,Medium,1364,186.3,1665298,0.326,48.04,House Wiring,General
10006,186,BYA LF - Skin Coated FR,1x 3 rm (7-w),23-08-22,Domestic,Grade1,2668,300,15109.2,555,18,186,3,7,4,350,High,3438,329.9,3571695,0.316,52.4,House Wiring,General
10006,186,BYA LF - Skin Coated FR,1x 3 rm (7-w),23-08-22,Domestic,Grade1,3060,200,8729.76,370,10,186,3,7,4,250,Medium,171.1,18,794360,1,58.5,House Wiring,General
10006,186,BYA LF - Skin Coated FR,1x 3 rm (7-w),23-08-22,Domestic,Grade1,3552,600,30218.4,1110,32,372,6,14,5,100,Poor,390.6,468.6,264389,0.782,22.54,House Wiring,General
10006,186,BYA LF - Skin Coated FR,1x 3 rm (7-w),23-08-22,Domestic,Grade1,3719,100,4308.92,185,16,186,3,7,6,100,High,246,259,431748,0.782,57.9,House Wiring,General
10006,186,BYA LF - Skin Coated FR,1x 3 rm (7-w),24-08-22,Domestic,Grade1,1001,200,8394,370,22,372,6,14,5,300,High,3085,106,6785254,0.46,53.3,House Wiring,General
10006,186,BYA LF - Skin Coated FR,1x 3 rm (7-w),24-08-22,Domestic,Grade1,1003,500,23503.2,925,22,372,6,14,4,350,High,928,160,1823580,0.643,59.6,House Wiring,General
10006,186,BYA LF - Skin Coated FR,1x 3 rm (7-w),24-08-22,Domestic,Grade1,1004,200,10072.8,370,16,186,3,7,7,425,High,5283,253,9352719,0.46,58.9,House Wiring,General
10006,186,BYA LF - Skin Coated FR,1x 3 rm (7-w),24-08-22,Domestic,Grade1,1007,2000,87745.28,3700,28,372,6,14,7,280,High,2799,196.7,2404250,0.604,51.1,House Wiring,General
10006,186,BYA LF - Skin Coated FR,1x 3 rm (7-w),24-08-22,Domestic,Grade1,1008,400,20145.6,740,12,186,3,7,7,300,High,4363,171.1,6598719,0.353,68,House Wiring,General
10006,186,BYA LF - Skin Coated FR,1x 3 rm (7-w),24-08-22,Domestic,Grade1,1012,200,10072.8,370,17,186,3,7,3,300,High,2372,147.8,3147269,0.53,42.4,House Wiring,General
10006,186,BYA LF - Skin Coated FR,1x 3 rm (7-w),24-08-22,Domestic,Grade1,2191,2800,141019.2,5180,56,744,12,28,7,300,High,3452,235.2,4559404,0.947,51.2,House Wiring,General
10006,186,BYA LF - Skin Coated FR,1x 3 rm (7-w),24-08-22,Domestic,Grade1,2355,100,5036.4,185,12,186,3,7,4,180,Medium,1364,186.3,1665298,0.326,48.04,House Wiring,General
10006,186,BYA LF - Skin Coated FR,1x 3 rm (7-w),24-08-22,Domestic,Grade1,2668,600,30218.4,1110,18,186,3,7,4,350,High,3438,329.9,3571695,0.316,52.4,House Wiring,General
10006,186,BYA LF - Skin Coated FR,1x 3 rm (7-w),24-08-22,Domestic,Grade1,3059,200,8394,370,10,186,3,7,4,150,Low,1141,45,2784394,0.729,75,House Wiring,General
10006,186,BYA LF - Skin Coated FR,1x 3 rm (7-w),24-08-22,Domestic,Grade1,3324,500,22663.8,925,26,372,6,14,5,220,Low,3858,266.5,2379846,0.329,45.52,House Wiring,General
10006,186,BYA LF - Skin Coated FR,1x 3 rm (7-w),24-08-22,Domestic,Grade1,3393,400,17683.36,740,38,372,6,14,4,150,Medium,1145,128.2,1438331,0.505,48,House Wiring,General
10006,186,BYA LF - Skin Coated FR,1x 3 rm (7-w),24-08-22,Domestic,Grade1,4385,200,8953.6,370,28,372,6,14,7,150,Low,3670,260.1,3176702,0.613,35,House Wiring,General
10006,186,BYA LF - Skin Coated FR,1x 3 rm (7-w),25-08-22,Domestic,Grade1,1001,1400,58758,2590,44,744,12,28,5,300,High,3085,106,6785254,0.46,53.3,House Wiring,General
10006,186,BYA LF - Skin Coated FR,1x 3 rm (7-w),25-08-22,Domestic,Grade1,1002,600,25517.76,1110,20,372,6,14,4,180,Medium,683.04,29,3658027,0.506,51.75,House Wiring,General
10006,186,BYA LF - Skin Coated FR,1x 3 rm (7-w),25-08-22,Domestic,Grade1,1003,500,25182,925,44,744,12,28,4,350,High,928,160,1823580,0.643,59.6,House Wiring,General
10006,186,BYA LF - Skin Coated FR,1x 3 rm (7-w),25-08-22,Domestic,Grade1,1004,2400,107555.12,4440,32,372,6,14,7,425,High,5283,253,9352719,0.46,58.9,House Wiring,General
10006,186,BYA LF - Skin Coated FR,1x 3 rm (7-w),25-08-22,Domestic,Grade1,1008,400,20145.6,740,12,186,3,7,7,300,High,4363,171.1,6598719,0.353,68,House Wiring,General
10006,186,BYA LF - Skin Coated FR,1x 3 rm (7-w),25-08-22,Domestic,Grade1,1015,100,5036.4,185,13,186,3,7,6,300,High,4394,219.2,2756398,0.801,60.1,House Wiring,General
10006,186,BYA LF - Skin Coated FR,1x 3 rm (7-w),25-08-22,Domestic,Grade1,2191,2200,110800.8,4070,42,558,9,21,7,300,High,3452,235.2,4559404,0.947,51.2,House Wiring,General
10006,186,BYA LF - Skin Coated FR,1x 3 rm (7-w),25-08-22,Domestic,Grade1,2227,200,10072.8,370,17,186,3,7,3,350,High,2407,249.2,3136413,0.759,47.4,House Wiring,General
10006,186,BYA LF - Skin Coated FR,1x 3 rm (7-w),25-08-22,Domestic,Grade1,2355,300,15109.2,555,24,372,6,14,4,180,Medium,1364,186.3,1665298,0.326,48.04,House Wiring,General
10006,186,BYA LF - Skin Coated FR,1x 3 rm (7-w),25-08-22,Domestic,Grade1,3059,600,25853.52,1110,20,372,6,14,4,150,Low,1141,45,2784394,0.729,75,House Wiring,General
10006,186,BYA LF - Skin Coated FR,1x 3 rm (7-w),25-08-22,Domestic,Grade1,3323,600,28875.36,1110,26,372,6,14,5,250,Medium,1961,195.4,2204351,0.798,62,House Wiring,General
10006,186,BYA LF - Skin Coated FR,1x 3 rm (7-w),25-08-22,Domestic,Grade1,3324,100,4364.88,185,13,186,3,7,5,220,Low,3858,266.5,2379846,0.329,45.52,House Wiring,General
10006,186,BYA LF - Skin Coated FR,1x 3 rm (7-w),25-08-22,Domestic,Grade1,3352,100,5036.4,185,17,186,3,7,3,220,Medium,3435.67,237.1,3110711,0.402,44.4,House Wiring,General
10006,186,BYA LF - Skin Coated FR,1x 3 rm (7-w),25-08-22,Domestic,Grade1,3392,400,17235.68,740,34,372,6,14,3,170,Medium,1702.56,365.9,2086356,0.396,66,House Wiring,General
10006,186,BYA LF - Skin Coated FR,1x 3 rm (7-w),25-08-22,Domestic,Grade1,3632,500,21824.4,925,24,372,6,14,4,150,Low,2810,154.2,2839136,0.488,34.9,House Wiring,General
10006,186,BYA LF - Skin Coated FR,1x 3 rm (7-w),27-08-22,Domestic,Grade1,1004,1000,50364,1850,16,186,3,7,7,425,High,5283,253,9352719,0.46,58.9,House Wiring,General
10006,186,BYA LF - Skin Coated FR,1x 3 rm (7-w),27-08-22,Domestic,Grade1,1007,1500,66312.6,2775,14,186,3,7,7,280,High,2799,196.7,2404250,0.604,51.1,House Wiring,General
10006,186,BYA LF - Skin Coated FR,1x 3 rm (7-w),27-08-22,Domestic,Grade1,1008,1100,52322.6,2035,36,558,9,21,7,300,High,4363,171.1,6598719,0.353,68,House Wiring,General
10006,186,BYA LF - Skin Coated FR,1x 3 rm (7-w),27-08-22,Domestic,Grade1,2191,1100,51427.24,2035,70,930,15,35,7,300,High,3452,235.2,4559404,0.947,51.2,House Wiring,General
10006,186,BYA LF - Skin Coated FR,1x 3 rm (7-w),27-08-22,Domestic,Grade1,2224,500,19586,925,36,372,6,14,6,350,High,2368,296.4,3578693,0.674,48.5,House Wiring,General
10006,186,BYA LF - Skin Coated FR,1x 3 rm (7-w),27-08-22,Domestic,Grade1,2355,200,10072.8,370,12,186,3,7,4,180,Medium,1364,186.3,1665298,0.326,48.04,House Wiring,General
10006,186,BYA LF - Skin Coated FR,1x 3 rm (7-w),27-08-22,Domestic,Grade1,3060,400,17459.52,740,10,186,3,7,4,250,Medium,171.1,18,794360,1,58.5,House Wiring,General
10006,186,BYA LF - Skin Coated FR,1x 3 rm (7-w),27-08-22,Domestic,Grade1,3253,400,17459.52,740,24,372,6,14,4,262,Low,2032,172.2,2816223,0.451,38.5,House Wiring,General
10006,186,BYA LF - Skin Coated FR,1x 3 rm (7-w),27-08-22,Domestic,Grade1,3344,500,21824.4,925,20,372,6,14,4,150,Low,3.08,7,224079,0.67,73.94,House Wiring,General
10006,186,BYA LF - Skin Coated FR,1x 3 rm (7-w),27-08-22,Domestic,Grade1,3719,200,10072.8,370,16,186,3,7,6,100,High,246,259,431748,0.782,57.9,House Wiring,General
10006,186,BYA LF - Skin Coated FR,1x 3 rm (7-w),28-08-22,Domestic,Grade1,1001,100,4364.88,185,11,186,3,7,5,300,High,3085,106,6785254,0.46,53.3,House Wiring,General
10006,186,BYA LF - Skin Coated FR,1x 3 rm (7-w),28-08-22,Domestic,Grade1,1002,600,26972.72,1110,30,558,9,21,4,180,Medium,683.04,29,3658027,0.506,51.75,House Wiring,General
10006,186,BYA LF - Skin Coated FR,1x 3 rm (7-w),28-08-22,Domestic,Grade1,1003,200,8394,370,22,372,6,14,4,350,High,928,160,1823580,0.643,59.6,House Wiring,General
10006,186,BYA LF - Skin Coated FR,1x 3 rm (7-w),28-08-22,Domestic,Grade1,1007,4600,207667.56,8510,70,930,15,35,7,280,High,2799,196.7,2404250,0.604,51.1,House Wiring,General
10006,186,BYA LF - Skin Coated FR,1x 3 rm (7-w),28-08-22,Domestic,Grade1,1008,2000,100728,3700,48,744,12,28,7,300,High,4363,171.1,6598719,0.353,68,House Wiring,General
10006,186,BYA LF - Skin Coated FR,1x 3 rm (7-w),28-08-22,Domestic,Grade1,2191,600,30218.4,1110,28,372,6,14,7,300,High,3452,235.2,4559404,0.947,51.2,House Wiring,General
10006,186,BYA LF - Skin Coated FR,1x 3 rm (7-w),28-08-22,Domestic,Grade1,2224,200,10072.8,370,36,372,6,14,6,350,High,2368,296.4,3578693,0.674,48.5,House Wiring,General
10006,186,BYA LF - Skin Coated FR,1x 3 rm (7-w),28-08-22,Domestic,Grade1,3394,200,8953.6,370,19,186,3,7,4,150,Medium,3403.48,186.5,2120380,0.66,43.2,House Wiring,General
10006,186,BYA LF - Skin Coated FR,1x 3 rm (7-w),28-08-22,Domestic,Grade1,3418,200,8729.76,370,11,186,3,7,3,150,Low,135.6,129,253650,0.75,50.45,House Wiring,General
10006,186,BYA LF - Skin Coated FR,1x 3 rm (7-w),28-08-22,Domestic,Grade1,3419,200,8617.84,370,22,372,6,14,3,200,Low,1456,138,2301673,0.77,62,House Wiring,General
10006,186,BYA LF - Skin Coated FR,1x 3 rm (7-w),28-08-22,Domestic,Grade1,3566,200,8394,370,17,186,3,7,3,180,Low,250.9,205.8,313932,0.53,54.96,House Wiring,General
10006,186,BYA LF - Skin Coated FR,1x 3 rm (7-w),29-08-22,Domestic,Grade1,1003,700,33240.24,1295,55,930,15,35,4,350,High,928,160,1823580,0.643,59.6,House Wiring,General
10006,186,BYA LF - Skin Coated FR,1x 3 rm (7-w),29-08-22,Domestic,Grade1,1007,2000,96251.2,3700,42,558,9,21,7,280,High,2799,196.7,2404250,0.604,51.1,House Wiring,General
10006,186,BYA LF - Skin Coated FR,1x 3 rm (7-w),29-08-22,Domestic,Grade1,1008,400,20145.6,740,12,186,3,7,7,300,High,4363,171.1,6598719,0.353,68,House Wiring,General
10006,186,BYA LF - Skin Coated FR,1x 3 rm (7-w),29-08-22,Domestic,Grade1,1009,400,17235.68,740,15,186,3,7,4,270,High,280.13,25,1385910,1.047,65.16,House Wiring,General
10006,186,BYA LF - Skin Coated FR,1x 3 rm (7-w),29-08-22,Domestic,Grade1,1010,1800,86514.16,3330,80,930,15,35,7,150,Medium,2492,398.5,3078190,0.782,28.3,House Wiring,General
10006,186,BYA LF - Skin Coated FR,1x 3 rm (7-w),29-08-22,Domestic,Grade1,1011,600,25853.52,1110,10,186,3,7,4,450,High,3.81,12,110000,0.55,77.78,House Wiring,General
10006,186,BYA LF - Skin Coated FR,1x 3 rm (7-w),29-08-22,Domestic,Grade1,1015,400,20145.6,740,13,186,3,7,6,300,High,4394,219.2,2756398,0.801,60.1,House Wiring,General
10006,186,BYA LF - Skin Coated FR,1x 3 rm (7-w),29-08-22,Domestic,Grade1,2191,5200,256352.76,9620,84,1116,18,42,7,300,High,3452,235.2,4559404,0.947,51.2,House Wiring,General
10006,186,BYA LF - Skin Coated FR,1x 3 rm (7-w),29-08-22,Domestic,Grade1,2665,200,8505.92,370,14,186,3,7,7,230,Medium,1927,97.1,3729989,0.473,39.46,House Wiring,General
10006,186,BYA LF - Skin Coated FR,1x 3 rm (7-w),29-08-22,Domestic,Grade1,3033,300,12870.8,555,28,372,6,14,6,200,Medium,2637,153.3,2725224,0.558,40.5,House Wiring,General
